price_actual,total_renewable_energy
71.24,6475
72.8,8579
73.87,10678
75.01,12142
75.89,13162
74.97,13658
73.53,13154
69.93,12471
69.84,12315
69.48,12423
70.21,12313
70.18,11755
70.65,10642
74.64,10926
71.63,10050
63.48,9208
62.48,9131
57.24,9379
55.78,9196
55.16,8937
55.49,8787
55.37,8186
55.54,7647
55.62,7353
57.42,7077
60.74,7848
61.89,9499
64.03,10934
62.35,11907
62.52,12613
58.25,12619
57.46,12456
57.23,12364
57.13,11474
59.64,10907
62.41,10056
67.78,9820
73.5,11306
68.82,10896
64.36,9575
57.85,9393
53.92,9281
52,9290
51.44,9002
50.7,8392
50.18,8048
51.49,7960
48.41,8655
49.03,9099
51.29,9453
53.12,10505
53.7,11672
53.05,12318
52.99,12536
52.33,12646
48.94,12360
49.69,12342
51.07,11744
54.76,10553
58.98,10205
70.43,10200
77.39,12534
76.84,12393
73.08,10977
65.9,9062
57.8,8344
55.23,8131
56.06,7366
55.52,6805
56.4,6332
66.86,6202
69.57,6297
72.68,6908
77.73,7879
78.91,8837
79.81,10062
79.84,10459
80.02,11287
77.25,10926
75.44,11240
74.31,11402
74.84,11519
75.29,11069
75.14,10160
76.33,8994
79.38,8984
75.45,7828
70.69,6727
68.29,9043
59.48,7608
55.42,7350
54.51,6813
52.29,6902
52.47,6721
56.28,7017
61.87,7959
69.01,9917
66.47,11418
68.43,12255
72.08,12786
75.17,13309
75.15,12854
70.38,11498
68.71,11002
70.46,10627
70.61,10133
70.66,10802
70.13,11449
74.64,11554
76.18,10873
70.16,9786
63.31,9247
57.5,17063
55.6,17676
53.13,17919
53.21,17497
52.71,17107
52.84,16807
57.2,16344
67.59,15642
71.33,16340
71.8,18208
73.93,19158
74.27,19933
74.58,19843
74.57,19266
72.82,17569
71.24,16775
70.23,15933
70.2,14917
69.61,14894
66.67,16718
70.88,16641
72.28,14030
66.88,12446
58.11,11386
56.27,13071
53.6,12670
50.35,12051
50.22,11663
49.53,11526
50.69,10885
55.48,10034
59.77,10962
64.57,12255
68.03,13345
66.61,14673
67.94,15218
69.17,15106
69.42,14763
69.46,13688
67.66,13831
68.4,13518
68.16,12824
67.46,12593
67.56,13170
69.07,13865
71.68,13381
64.67,12631
58.97,11188
56.06,10360
53.67,10208
50.3,9586
49.74,9930
48.44,9704
49.17,9467
53.96,10063
59.57,11444
67.98,12208
71.04,13012
71.26,13110
72.62,13300
73.62,13686
73.05,13811
70.46,13551
67.11,14011
66.86,13594
68.27,13440
66.73,12454
64.5,11864
68.83,12934
71.48,13710
64.75,12164
59.03,10473
58.7,11872
56.83,10731
52.94,9730
50.82,9771
49.3,9358
48.28,8650
49.35,8403
50.58,8428
52.51,8669
58.43,9192
61.15,11150
66.52,12040
66.28,11992
66.95,12160
67.84,11932
65.78,11258
63.8,11162
64.02,11169
66.78,10878
63.25,11122
67.3,10978
69.43,10917
61.66,11129
58.38,10841
63.15,8880
57.75,8590
55.22,9133
51.93,9245
51.21,9036
51.37,7760
51.75,7292
52.87,8010
49.56,9439
54.86,10469
58.2,11960
59.71,12710
64.38,12929
66.37,12982
66.29,12834
62.93,13481
60.5,13868
58.02,14346
63.53,13952
62.73,12568
69,11127
72.43,10703
68.65,10129
64.04,8899
59.22,11620
57.06,12087
54.85,12132
53.95,11895
53.55,11601
53.98,11499
58.56,11349
65.15,10939
68.58,10588
71.91,12042
74.01,13126
76.65,14141
77.64,13942
77.79,14092
73.46,13777
71.31,13176
71.13,12736
71.8,12680
72.58,12711
73.44,11983
76.5,10682
77.46,9730
71.67,9396
66.77,8172
65.84,11557
63.06,12450
60.14,12653
59.73,12273
59.98,12089
61.24,12354
65.75,12256
68.85,11451
71.67,10699
72.79,10397
73.59,11149
74.12,11611
75.04,11624
74.81,11137
72.41,10687
69.95,10542
69.78,10863
70.75,11185
71.61,11377
72.06,11149
77.88,10606
79.27,10470
72.05,10659
67.52,9564
67.87,5338
65.81,4955
63.47,4350
61.72,4481
60.23,4788
59.59,5016
66.45,5748
69.67,6523
72.66,6841
71.59,7698
72.96,8956
71.93,10012
72.22,10703
72.68,10586
70.63,10477
68.06,10680
68.28,10718
69.31,9821
70.09,8997
70.52,7799
73.57,8171
76.82,8700
70.68,7204
66.5,5389
65.26,5962
64.43,5327
61.06,4725
59.68,4667
58.52,4346
59.64,4315
65.44,4688
64.47,5963
67.58,7076
69.24,7724
72.37,8810
72.82,9713
73.41,9840
73.11,9922
69.13,8841
66.91,8419
66.82,8225
67.28,7779
67.51,7062
68.05,7202
72.1,8107
74.26,7793
69.03,5974
65.66,5506
65.4,5991
65.27,5196
63.56,4919
62.56,4677
62.17,4433
61.89,4358
65.07,4476
64.84,5478
66.58,6344
68.28,8129
68.9,9254
68.85,10176
69.54,10231
68.61,10115
66.41,9400
58.21,8984
57.34,8608
57.39,7930
56.76,8552
57.27,9113
62.81,9149
68.74,8573
63.29,7548
57.95,6211
57.58,5483
56.18,6094
53.32,6387
55.02,7147
52.52,7878
54.4,8251
56.18,8009
56.78,7606
60.67,8791
64.97,9084
64.63,8805
65.89,9292
64.47,8501
63.46,8445
62.97,7856
56.71,7651
54.18,7697
53.8,9181
56.33,10613
57.74,9964
62.9,9217
68.23,9046
62.1,7665
58.78,6020
64.46,8503
61.93,9623
50.85,10501
52.26,11267
46.92,11065
47.53,12047
47.13,12296
47.36,12532
45.83,12560
48.42,13376
46.27,14791
44.71,16714
40.71,18081
39.14,18665
35.69,18627
31.25,18456
24.29,18869
23.64,18687
36.13,18572
47.88,16429
52.69,14085
67.42,14054
64.87,13362
49.49,12474
43.94,12587
43.24,13447
43.07,13098
36.34,12605
36.36,12365
37.81,12028
47.03,10648
54.29,11016
60.41,11296
68.54,11537
68.79,12308
68.1,13016
69.73,13631
69.19,13602
66.15,13174
65.4,12552
65.14,12380
67.09,12275
68.64,11897
66.92,10689
71.96,10076
77.51,10086
68.87,8675
65.64,7096
59.32,7702
62.04,7591
56.86,8145
55.73,8873
54.87,9522
54.02,10093
56.24,10408
55.6,10818
58.15,11479
63.06,12264
63.52,13883
62.71,15523
61.88,15668
56.32,15733
51.53,15798
49.63,16200
48.69,16362
49.14,15618
49.32,15384
50.22,14923
57.81,15540
61.46,15417
50.45,15091
42.61,15289
35.52,15984
30.98,15932
25.22,15767
22.73,15809
22.08,15872
22.21,15989
35.64,16056
40.18,15845
45.03,15385
49.06,15879
56.73,16695
59.67,17359
57.03,18135
54.38,19486
49.29,20318
45.88,20603
45.71,20536
48.59,19307
48.41,17981
51.67,16222
58.24,16162
67.02,16093
55.01,14977
46.43,15570
45.18,15217
45.02,15114
42.06,15818
38.02,16063
37.22,15562
44.25,14597
46.92,13075
52.9,11373
60.86,10047
61.31,11028
64.59,12124
64.16,13025
65.55,13242
65.45,13124
62,11758
60.21,11002
60.81,11241
64.84,11216
63.76,10892
64.85,9747
68.96,10112
73.88,10126
63.74,8817
60.14,6725
61.29,5878
59.97,5666
55.97,5585
55.58,5403
54.41,5184
55.14,5049
62.36,5155
63.59,6241
66.94,7152
67.76,8469
68.33,10010
67.16,11078
67.36,11319
67.1,11446
65.3,10057
58.46,9774
59.63,9617
63.36,9242
64.25,8674
64.19,8247
67.99,8859
67.2,10006
57.39,8898
54.9,7956
54.03,8367
52.27,8389
51.11,8371
50.97,8003
50.28,7864
50.56,7849
51.15,7423
53.08,7223
53.92,7096
62.01,8225
61.47,10163
61.14,11559
57.91,11460
55.92,11469
53.3,10910
50.6,10521
50.34,10016
50.29,9703
53.48,9165
56.34,8475
62.25,9632
65.34,10460
57.35,9133
53.28,8009
52.48,7859
51.21,7722
50.45,7528
48.64,7122
49.18,6962
49.56,6652
52.28,6306
53.35,5911
54.03,6023
55.69,7236
54.74,9060
54.33,9990
54.3,10217
57.63,10174
53.86,10093
50.89,10268
50.27,10164
51.27,9951
53.05,10143
56.05,8770
65.75,8245
70.07,9021
67.02,7827
61.84,6268
64.3,4732
58.67,4263
58.11,3973
56.67,3814
56.27,3665
56.5,3642
63.76,4390
65.46,5599
66.09,5976
68.41,7416
68.77,8707
68.68,9544
68.34,9876
66.72,10124
63.24,9698
59.07,9933
58.73,10261
61.04,10448
62.68,10291
61.3,9567
66.05,9832
67.51,9630
61.97,6959
56.49,5988
57.97,5961
56.85,5946
53.96,6033
52.74,6353
51.88,6383
52.13,6324
54.51,6637
57.26,7284
61.92,8211
67.1,10049
65.02,11619
63.95,12495
61.99,13290
60.7,12944
57.29,13011
53.3,13586
51.92,14121
52.77,14600
52.9,14267
54.78,13233
60.81,12899
62.39,12309
55.91,10746
51.59,10032
50.32,9594
51.15,9918
47.52,9747
46.91,10162
46.9,9879
49.65,9083
55.21,7703
61.29,8303
61.12,9197
64.29,10381
64.2,11606
63.87,12678
61.8,13308
59.51,13200
59.73,12079
58.08,11951
58.01,11601
58.68,11371
60.07,11685
62.37,11368
67.31,11399
67.92,10917
59.62,9748
60.12,7985
55.79,7605
54.74,7666
52.42,7883
51.5,7460
51.59,7145
52.37,6907
59.85,6776
58.52,7799
62.88,8231
62.78,8654
63.04,9799
62.25,10807
63.86,11452
64.25,11378
64.19,10554
62.63,9802
61.66,9631
61.4,9812
61.58,9381
63.4,9634
67.56,9786
69.18,9270
64.16,7433
56.84,5991
61.61,5426
59.7,5377
55.83,5352
54.86,5225
54.86,5116
56,4927
59.28,5480
59.82,6070
64,7190
64.8,7995
63,8975
63.07,9679
63.68,10173
62.67,10027
62.09,9550
59.32,9423
59.08,9236
58.14,9203
58.35,8317
60.86,8067
65.18,8559
65.59,8471
61.8,6523
56.71,5966
60.01,5234
56.99,4818
56.04,4083
56.21,4050
55.22,3867
55.14,3898
55.46,3685
59.08,3976
56.97,4871
58.67,6225
59.42,7676
59.39,8676
59.32,8836
61.21,8562
61.31,7858
58.17,7580
55.26,7773
55.34,7456
59.43,7125
58.14,7315
61.47,8280
62.27,8634
61.72,6587
59.33,5516
56.98,6567
53.42,6981
54.19,6367
53.48,5574
53.29,5255
52.94,5278
51.38,5927
49.6,6309
49.48,6390
53.03,6871
57.1,7424
57.92,8651
57.83,9012
58.24,9269
57.56,9589
53.78,10223
51.73,10225
50.32,10488
53.39,11307
58.44,10249
59,11192
60.78,11879
56.38,11452
55.83,9173
55.22,8240
52.78,8074
51.23,8413
50.43,8332
47.41,7960
49.25,7756
54.12,6874
59.91,7794
62.78,8690
62.4,9575
62.8,10546
62.76,11241
63.04,11713
64.31,11530
61.91,10701
60.31,10247
61.97,10079
63.98,9848
65.03,9482
65.42,9143
68.18,10631
69.72,10658
61.23,9309
59.74,7865
60.02,7674
54.86,7093
53.13,6377
52.5,5928
53.34,5366
55.91,4744
59.67,4869
61.89,6471
64.07,6845
65.92,7799
67.59,8919
66.68,9322
67.06,10086
67.22,10062
65.39,9031
63.78,9167
64.14,9153
64.1,8877
63.82,8739
62.06,9402
64.6,11100
65.95,11001
63.22,9024
57.33,7526
56.2,7133
53.82,6367
52.82,5954
52.09,6015
52.27,5671
52.37,4876
58.78,4722
65.48,6523
67.59,7354
68.35,8280
67.59,9799
68.05,10351
67.78,11381
69.03,10651
66.1,9559
64.68,9106
64.49,8802
66.23,8536
67.56,7941
66.94,7918
73.57,8404
78.31,8058
67.18,7439
66.5,5482
63.86,8420
60.61,6569
56.61,6944
56.1,7562
57.72,7599
60.27,7783
64.66,8114
68.82,8510
70.94,9202
72.09,9836
72.34,10489
71.24,10947
69.81,10983
68.88,10733
66.04,10661
61.93,9919
61.44,9162
62.7,8891
64.21,9580
70.15,11266
70.73,11804
69.78,11733
66.06,11066
61.47,10054
65.27,10929
62.91,10890
60.07,11038
58.6,10984
56.92,10724
60.21,10617
63.93,10099
67.12,10589
70.13,11961
72.18,13339
71.83,14058
70.23,13699
68.95,12875
65.82,12237
60.1,11906
55.69,11479
59.63,10706
64.96,11098
68.98,12087
71.48,12362
71.55,11661
68.17,11456
63.7,10327
59.39,10648
57.07,10199
54.5,9521
53.66,9135
52.26,8553
52.3,8484
54.42,8374
54.37,9477
57.16,10676
64.84,12456
65.82,13535
64.06,13957
61.84,14237
60.53,14197
56.31,13503
51.34,13171
50.38,12821
51.86,12452
57.67,11597
63.61,12066
69.13,12523
68.18,11974
63.31,11408
57.47,9833
53.81,9062
52.58,8435
50.19,8785
50.37,8976
47.83,8946
46.59,8850
45.43,9202
45.49,9816
48.24,11141
51.33,12151
48.91,12917
48.44,13805
47.59,14028
45.23,13276
41.53,12079
37.86,12042
35.79,11810
36.99,11025
46.59,10357
50.46,9901
60.07,10268
62.93,10614
52.79,9607
49.69,7851
44.43,11817
40.86,11014
36.62,11056
35.66,10356
36.86,10163
36.29,10371
46.53,10698
52.01,11051
55.69,12080
61,13367
60.35,13984
59.57,14936
56.55,15721
55.97,16728
52.94,16839
51.76,16633
51.05,16277
53.04,15454
53.82,14577
58.42,13748
64.7,12690
62.16,12338
51.41,12260
47.31,12244
42.27,8393
37.88,7320
35.62,6887
34.32,7484
30.56,7499
35.67,7406
45.08,7862
51.52,8622
57.93,9961
58.43,10893
59.05,12249
58.02,13168
57.99,13752
55.99,13998
53.45,13219
50.84,12433
51.41,12220
52.67,12292
63.13,11858
72.7,11389
79.21,11029
78.6,10803
72.14,10304
64.56,9359
63.06,7469
62.81,6837
58.94,6372
55.27,5867
59.01,5619
62.99,5766
65.94,5997
69.47,6628
71.71,8254
72.42,10204
73.75,11880
72.38,12754
72.16,14092
71.79,14662
69.51,14267
66.39,14273
65.25,14029
65.93,13543
67.39,12609
69.47,11996
74.54,10981
73.67,10267
67.18,10555
59.51,9759
61.31,8418
55.35,7565
53.79,6921
53.25,6250
53.47,5811
53.23,5648
56.33,5846
62.97,5403
67.53,5608
68.45,7096
70.03,8351
71,9086
71.08,10191
70.67,11037
69.15,10738
68.24,10637
68.04,10582
68.16,10118
69.49,9138
74.32,7992
72.3,7010
70.56,7433
66.24,7659
60.85,6064
59.07,5408
54.24,4940
53.99,4476
53.85,4301
54.05,4020
54.89,3852
57.81,4375
66.14,5530
69.51,6133
69.69,7121
70.15,8269
70.05,8954
69.82,9811
69.39,10532
67.1,9974
63.76,9739
64.14,9494
65.1,9572
69.15,8887
69.55,7759
72.18,7967
70.93,7779
68.74,6477
61.88,4726
61.71,5552
59.56,5174
56.72,4964
55.39,5225
53.38,5511
52.79,5642
52.36,5641
53.44,5868
55.91,6063
62.9,6615
61.15,7997
57.55,8633
56.47,9046
56.58,9157
55.59,9185
52.8,8701
52.22,8753
53.69,8276
60.11,7561
61.66,7884
67.61,8787
65.21,8641
60.21,7344
59.51,6712
60.24,5229
55.17,4586
51.81,4508
51.15,4383
50.9,4596
51.3,4809
52,5204
52.67,5809
51.92,7262
57.25,8520
60.24,9532
61.19,10172
61.52,10571
61.18,10447
60.38,9635
56.37,9132
53.55,8712
54.38,8065
58.18,8451
62.78,8876
70.79,8688
70.99,8024
67.27,6753
60.28,5215
55.6,6047
50.9,5932
50.23,5988
49.42,6128
49.73,6266
49.23,6014
55.91,4942
60.83,6266
61.96,7074
63.55,7496
60.56,8028
59.59,8333
60.34,8053
61.25,7808
61.03,7297
58.37,6962
57.01,6590
58.07,7253
64.67,8372
68.06,8497
67.3,8635
64.6,7912
59.02,6454
56.72,4990
49.81,10766
48.11,10693
47.11,11515
46.56,11302
46.46,11214
46.64,10745
53.15,9562
61.96,9327
65.85,10208
64.08,10391
63.73,11024
64.16,11706
64.56,11446
64.85,11361
64.51,11390
63.44,12044
63.75,11056
63.91,10755
64.69,10170
70.22,12321
70.62,12131
66.33,11884
61,9998
56.39,9452
50.1,9178
48.87,9332
47.56,9491
45.06,9961
44.93,10410
47.82,10802
54.56,10701
61.04,10782
64.16,10951
63.62,12161
63.45,13277
63.52,14691
63.76,14691
64.58,14258
63.83,13700
61.58,13233
61.24,12987
62.39,12233
66.65,11752
69.02,12235
68.96,12679
66.44,11832
62.63,10067
57.49,9249
52.74,8641
49.3,8164
48.51,8053
48.59,7625
48.31,7164
48.93,6589
54.5,6229
64.75,7501
69.94,8579
71.33,9790
71.6,10518
69.09,11030
68.33,11250
67.71,11190
65.71,10134
64.37,10041
64.17,9733
64.63,9242
67.08,9083
75.23,9153
76.62,9501
74.65,8525
68.61,6622
64.02,4566
63.82,4120
62.4,3665
59.75,3532
59.77,3511
57.83,3299
59.92,3077
63.79,3598
69.31,6330
71.75,7385
73.25,8299
73.34,9032
71.79,9688
68.51,9719
66.52,9189
65.56,8499
63.83,7917
64.38,7840
64.71,7480
69.04,7799
72.61,8710
75.06,8891
70.45,8555
67.03,7465
59.81,6335
63.46,6546
55.48,7804
54.5,8298
52.15,8843
49.34,9383
47.35,9542
48.83,9840
52.3,9239
56.55,9511
57.76,10039
56.28,10747
55.4,10926
56.4,10762
53.72,10711
52.22,11146
49.55,11187
49.02,10926
53.28,10605
58.95,10487
60.59,11687
62.37,11730
59.88,11389
56.19,9971
54.04,8296
56.38,7292
54.22,7267
51.43,6957
52.19,6780
53.06,6945
54.03,6768
54.81,6244
56.25,5991
55.64,6343
58.1,6347
63.18,6490
65.45,6812
65.9,7054
66.08,7367
65.75,7599
58.81,7104
57.8,7190
55.09,7559
60.1,8272
67.43,9057
70.75,9526
70.41,9642
69.2,8683
64.43,7183
58.42,7376
57.5,6431
53.38,6816
52.24,7029
50.68,6930
52.74,7009
57.34,6732
66.39,9179
71.05,10985
72.87,11701
74.24,12438
74.18,12075
71.77,12190
71.46,11636
66.28,10780
65.89,10537
65.78,10276
65.45,10125
68.8,11056
74,12447
74.08,12457
67.36,11363
63.25,9266
57.32,8425
53.44,8195
51.33,8413
49.17,9007
48.36,10333
46.61,11260
48.83,12728
52.36,13051
56.8,13442
59.33,14291
62.07,14577
64.17,14817
65.54,14683
64.85,14733
63.19,14725
60.52,14997
58.79,15065
57.85,15165
58.62,14963
57.35,15048
61.59,15088
67.57,15291
62.17,14400
58.73,13183
51.13,13904
49.93,13882
48.98,13872
48.38,13562
47.29,13143
47.08,13347
48.79,13116
53.21,11979
58.43,11724
63.75,11859
64.72,12585
64.72,13337
64.71,14417
63.62,15023
62.35,14682
60.12,14040
59.01,13787
58.75,13733
58.75,13759
63.79,12826
66.05,12629
68.99,12985
65.66,11768
59.87,10563
58.29,9170
53.31,8715
50.93,9008
49.44,9396
49.08,9830
48.74,10035
49.31,10356
55.18,9907
63.99,10392
64.52,11296
64.76,11910
64.46,12429
65.6,13365
64.41,13647
63.3,13308
60.37,12751
59.07,12483
60.29,11947
63.92,11778
66.16,11166
75.72,11150
75.96,11415
74.75,10844
66.19,8972
63.77,7272
59.22,6366
56.43,6099
55.13,6040
56.31,6024
54.62,5801
56.33,5706
64.23,5602
67.69,7420
73.59,9271
71.52,9213
70.85,9307
71.57,9252
70.27,9385
68.79,9701
69.08,8926
67.63,8741
67.26,8416
68.69,7984
68.91,7379
72.16,8551
75.74,9747
70.99,9474
66.91,8669
59.99,7430
60.18,7235
55.49,7400
51.7,7637
52.33,7921
50.79,7498
51.91,6172
53.32,5467
57.2,4977
60.73,5188
66.01,5658
64.73,6936
66.23,7542
65.76,7439
65.45,7367
64.57,7270
63.06,6353
60.47,5681
60.04,5327
62.11,5064
65.23,6989
66.87,8644
64.96,8325
60.61,6457
55.91,5739
57.77,5881
51.9,6170
50.14,6789
50.54,7822
48.07,8360
47.2,8742
46.92,8700
47.01,8587
46.73,8365
50.15,8258
51.17,7715
56.63,7244
56.27,7122
56.44,7417
56.69,7740
56.45,7615
57.17,7402
57.48,7146
57.54,7047
65.34,7744
64.51,8215
67.36,8397
66.64,8296
60.06,7798
56.79,7789
53.1,7627
49.57,8357
47.16,8865
46.71,8801
45.7,8478
46.98,7962
54.89,6703
62.13,7284
63.75,8261
65.39,9246
64.91,10056
65.59,10441
64.77,10887
63.01,11101
59.51,9773
57.58,9220
57.35,8911
62.91,9080
71.18,10487
72.14,10749
72.34,10146
67.32,10209
62.62,8745
53.96,8970
51.54,9096
46.94,9633
43.69,10646
40.15,11340
40.59,11422
41.61,10794
49.93,9970
54.94,9807
59.54,10822
62.54,11968
63.54,12721
63.01,13216
63.78,13463
61.52,12544
61.2,12118
60.66,11986
57.82,11573
62.45,11960
68.38,13156
68.34,13807
68.03,13113
64.12,11847
57.46,11576
50.8,11675
46.25,13377
42.17,14337
39.77,15135
37.32,15285
34.55,15192
38.34,14363
45.92,13533
51.38,12721
55.36,12915
57.92,14351
58.27,15334
57.77,16068
57.32,16320
55.16,16115
53.23,16203
52.24,16169
55.16,14724
58.27,13378
66.49,13808
68.59,14486
68.29,13489
61.61,12118
59.85,11381
55.34,11080
50.28,11515
49.23,12248
48.03,12445
45.78,12505
44.79,12083
48.33,11449
54.58,9967
61.53,9323
64.06,10004
65.29,10955
64.17,11533
63.38,12599
62.24,12538
62.21,12313
63.32,12015
63.66,11911
63.13,11268
64.93,11083
71.23,11425
74.13,11737
72.1,10845
66.54,10110
62.92,7992
55.69,7351
56.53,7371
50.96,7743
49.2,7754
46.25,8052
45.69,8702
47.35,9277
53.08,9285
60.11,10164
62.81,11451
63.8,12447
62.46,13886
60.62,14954
60.84,15069
56.95,14597
56,13541
55.3,12854
56.33,12129
61.13,12348
64.86,13477
64.27,13910
60.39,12965
57.98,12011
54.28,11721
47.36,12179
46.95,12760
43.98,12533
40.66,12732
40.81,12989
40.42,12521
41.37,12074
43.01,10896
46.35,9985
49.38,10193
55.56,10731
58.54,11626
61.62,12110
63.85,12270
62.01,11201
61.41,10162
59.42,9132
57.93,8372
61.54,7617
63.83,8807
65.85,10180
67.08,10156
66.27,9685
63.7,8552
63.49,8017
63.39,8944
49.82,9880
48.55,10658
46.99,11832
41.21,12455
41.39,13296
41.6,13385
41.39,13610
42.71,13664
44.26,13940
42.47,13602
40.9,13548
43.3,13447
41.76,13236
41.07,12994
37.97,12405
40.35,11549
44.38,9816
53.72,9853
61.9,11493
56.18,12300
51.26,12016
47.76,11037
42.81,9565
42.89,9630
38.25,9664
33.89,10322
32.54,10375
34.99,10352
41.83,10150
43.75,9272
57.07,9322
57.09,10561
57,11743
59.15,12716
58.79,13243
59.96,13464
61.92,12664
60.85,11616
62.68,10950
64.52,10403
67.47,9674
80.5,10215
76.16,10968
75.75,11372
70,11102
64.76,10543
58.07,9470
50.83,8990
45.52,8887
44.01,8953
42.2,9141
42.75,9113
44,9268
53.36,9343
58.57,9600
60.06,11376
63.23,13153
63.5,14508
63.01,15003
61.47,14952
61.75,14792
59.74,14712
59.18,14500
62.29,14054
69.16,13599
79.11,13423
72.34,13483
72.91,13395
67.81,13248
58.67,11991
57.01,10913
55.06,7142
50.05,6309
45.06,6027
44.24,5306
41.54,5173
44.87,5166
54.4,5365
57.5,5703
59.18,5488
62.73,7503
65.18,9192
63.76,10229
62.73,10284
61.89,10356
61.52,9864
64.06,9003
65.79,8933
72.8,8645
76.19,8591
72.52,8289
71.77,8996
69.35,10011
66.9,9535
60.3,8709
56.43,9508
49.48,9717
48.01,10065
43.78,9620
42.55,9304
44.7,8932
52.16,8049
61.2,7738
63.68,8753
63.68,11146
64.14,13094
62.52,14216
62.45,14814
60.85,14704
60.49,13987
63.78,13727
63.49,14302
66.28,14261
74.36,13636
70.55,13730
69.35,12525
66.71,12619
59.57,11951
58.75,10619
59.56,9127
54.27,8417
50.69,7762
50.26,7860
50.19,7586
50.28,7173
56.93,7119
64.48,7418
65.26,8371
65.64,9737
65.04,10625
64.98,10765
64.22,11051
62.4,11360
63.17,10958
64.84,10624
65.53,10921
66,11249
71.33,9982
74.23,9094
73.89,8682
70.66,8467
66.98,8026
64.49,7457
64.79,9240
57.32,9350
53.26,9432
52.19,9520
52.32,9164
51.93,8738
52.99,8638
55.64,8526
60.34,8383
62.05,9550
61.18,10669
60.27,11660
60.47,11900
62.35,12131
60.74,11908
60.86,11704
63.8,11338
64.71,10954
66.82,10746
66.2,10393
65.49,10048
65.26,9487
64.12,9769
55.35,9127
53.4,5878
49.83,5216
47.65,5163
46.24,5219
44.49,5362
44.76,5599
43.99,5648
43.65,5716
45.25,6183
50.55,7883
50.05,9183
50.12,10083
51.07,10965
51.18,11508
51.51,11304
50.01,11237
50.15,11061
56.02,11041
65.77,10550
69.54,9641
71.85,8338
73.81,8522
67.84,8420
65.13,7033
67.92,4646
66.96,3909
63.71,3523
60.88,3378
60.1,3207
61.09,3285
68.86,4081
68,5245
68.45,5707
70.69,7228
69.4,8910
67.5,9926
67.89,11038
67.4,11310
66.63,10938
65.89,10916
66.93,10985
69.57,11260
76.38,11431
78.5,10383
78.17,8936
74.41,9229
68.11,7958
65.4,7361
67.05,6012
63.61,5589
60.21,5384
59.54,5205
59.09,5012
59.11,4930
65.19,4811
67.83,4523
69.55,4389
70.75,4778
69.82,5386
67.97,6347
68.41,6996
67.66,7140
67.4,7122
66.69,7194
67.68,7160
69.99,6896
77.88,6675
81.01,6728
80.92,7576
76.57,7776
70.85,7067
67.67,6904
67.43,5331
63.87,4053
61.12,3865
58.04,3938
57.8,3929
58.66,3948
64.26,4679
68.3,6229
69.73,7228
71.63,8553
70.62,9595
69.08,10963
68.35,10555
68.49,10085
66.71,9167
66.45,8850
67.4,8400
70.85,8150
77.78,8676
79.85,8602
79.82,8613
75.66,8160
70.18,6853
65.89,5014
67.58,5236
65.33,4733
63.88,5505
61.85,5824
61.11,5876
62.78,5717
65.07,4769
67.25,5815
67.59,6778
69.82,7319
68.19,8133
67.97,7883
68.37,8115
67.47,7678
66.58,6969
66.18,6393
67.46,6095
72.1,6574
80.66,7870
79.17,8218
79.09,8310
74.81,7610
70.31,6303
66.89,5761
65.2,5306
64.8,4485
62.09,4000
58.31,4065
57.71,4097
58.31,4009
63.35,4392
63.77,6552
64.54,8005
66.77,9311
65.82,10351
64.77,10543
64.83,10734
66.47,10502
65.04,9654
64.62,9268
64.41,9006
62.31,9565
67.47,10543
69.05,11097
66.92,10755
67.86,9987
62.62,8574
54.96,7860
55.23,7862
52.52,7652
50.14,7878
49.63,8025
49.52,7611
50.2,6932
51.06,6544
53.35,5487
56.25,5096
60.74,6084
63.4,7364
62.92,8004
64.09,8431
64.35,8843
63.54,8784
58.53,8365
58.46,8127
62.55,7006
66.89,7820
68.75,8511
68.2,8395
67.85,8195
64.4,6805
63.59,5179
59.67,5122
57.1,5011
55.41,5589
54.51,5872
53.25,6191
52.8,6175
53.82,5695
54.38,5610
54.33,5633
56.01,6305
57.82,6770
55.87,7916
57.18,7908
58.23,7584
58.39,7323
55.84,7153
56.83,6904
59.47,5584
67.24,6688
69.2,7907
69.55,8374
69.42,8466
66.31,8485
63.94,7081
63.66,5077
58.69,4728
56.73,5037
56.47,5371
56.45,5549
56.86,5623
59.24,6107
66.01,7935
68.44,9200
69.3,10390
69.04,10873
67.94,10921
67.95,10681
68.4,10176
66.9,9626
67.03,9373
68.08,8664
69.26,8133
73.18,9700
75.38,9923
74.7,10023
72.3,9139
68.69,7655
64.16,6837
63.59,6601
57.64,6435
55.66,6519
54.2,6804
53.82,6980
54.53,7110
57.64,7080
65.53,8162
67.27,9405
67.86,10393
67.86,10911
67.07,11481
66.7,11278
66.49,11092
65.22,10338
64.22,9452
64.59,8876
67.6,8995
72.92,9425
73.25,10191
73.26,10186
71.55,9752
67.55,7290
63.83,5888
65.09,5716
57.91,5334
55.3,5111
55.02,5006
55.61,4887
56.33,4841
64.43,5539
68.61,7154
68.52,8432
69.03,9669
69.04,10476
68.75,11164
68.34,11226
68.49,11021
68.15,9898
67.69,9042
68.06,8379
69.13,8527
75.8,9439
76.68,9740
76.77,9753
73.23,9214
68.91,7257
66.36,6135
66.19,5650
58.95,4918
57.03,4986
55.93,5084
55.9,5306
55.77,5450
63.47,5517
67.94,6916
68.11,8153
68.75,9141
68.93,9860
68.5,10187
68.68,10278
68.34,10024
68.23,9328
68.18,9025
68.5,8492
68.94,8511
72.84,9863
