price_actual,total_renewable_energy
66.29,8909
64.46,8266
60.73,7894
60.64,7645
59.6,7414
60.23,7237
64.46,7605
66.55,7841
70.83,8937
71.49,11210
71.65,12473
74.01,13487
74.95,13863
75.53,14258
74.41,13981
73.32,14053
72.88,14065
72.48,13898
71.81,13627
69.83,12830
70.05,12160
70.32,12311
70.35,12163
66.85,11085
63.96,10329
60.23,9493
58.25,9360
58.7,9586
58.05,8874
58.61,8213
64.4,8268
67.51,8694
70.89,9894
72.19,11532
72.05,13777
74.63,14520
74.6,15187
74.93,15413
74.06,15429
73,15323
72.87,15650
72.69,16513
72.82,15564
70.31,14926
70.87,13536
72.35,12034
73.5,11525
71.84,10083
68.99,9617
67.08,8201
65.19,7658
62.87,7131
63.02,7357
64.5,7311
66.75,7552
67.18,7693
72.4,8732
73.76,10742
73.75,12340
76.01,12979
76.12,13869
75.89,14050
75.21,14214
73.11,14536
72.32,14541
71.82,14412
71.56,14104
70.09,13446
70.01,12645
70.09,12183
70.32,12105
69.2,10627
65.43,10073
61.53,9253
60.31,8774
59.73,8484
59.54,8374
60.74,8346
65.06,8403
66.31,8592
71.71,9783
72.67,11687
72.87,13174
74.82,13845
75.15,14810
75.44,15112
73.41,15486
72.04,15636
71.05,16199
69.23,16171
66.14,16073
65.33,15603
67.26,14416
69.3,13438
69.04,12347
67.83,11454
65.78,11386
63.69,10481
61.49,8967
61.7,8233
61.64,7629
61.86,7291
63.63,7109
63.89,6959
66.23,7361
68.5,9823
69.44,11525
69.66,12718
69.72,12996
70.06,12736
69.57,11906
67.99,11124
66.8,10484
65.56,10328
64.44,10082
65.78,9319
67.59,8827
68.37,9030
69.7,9034
68.76,8097
68.91,7831
67.55,7412
66.37,7179
64.42,7023
62.92,6980
62.97,7266
61.96,7257
60.07,7435
63.5,7954
63.53,9090
62.59,10330
63.36,10770
66.1,11519
67.52,12746
67.76,12297
66.08,12040
64.92,11194
63.38,10965
62.38,11003
62.83,10912
63.87,9977
67.34,10856
69.19,11565
67.34,10351
66.39,8673
62.72,7541
60.13,7169
58.8,6831
58.35,6728
58.98,6312
62.46,6817
66.67,7161
71.47,8229
72.28,11048
72.21,12720
74.06,13739
74.84,14458
75.07,14597
74.53,14237
73.07,13714
72.92,13661
71.62,13756
71.51,12816
70.46,11958
71.55,10752
72.42,10289
71.66,10759
71.94,9018
67.9,7882
66.06,6790
64.09,5994
61.56,5704
61.67,5527
62.86,5572
65.49,6295
66.67,6590
71.75,8054
73.45,10182
73.86,11915
75.33,13015
77.3,13163
77.46,13470
75.79,13506
76.79,13467
74.66,14071
74.92,14580
74.01,13830
71.72,12945
70.76,11809
71.76,10793
70.88,10857
69.11,9485
67.36,8928
65.68,7831
63.35,6856
61.28,6646
60.91,6571
61.55,6534
65.58,7098
67.22,7205
71.09,8241
72.82,10668
73.42,11987
75.84,12619
77.07,13157
76.79,13512
76.09,13421
74.6,12950
74.43,12877
74.42,12747
73.42,12450
72.95,12020
71.63,10224
72.64,9485
72.44,9096
71.09,8443
69.27,7648
67.72,7148
66.72,6482
65.32,6127
65.4,5796
66.14,5672
67.71,6095
68,6109
72.63,6803
73.78,9018
74.37,10255
77.01,11029
77.73,11813
78.08,12076
76.79,11964
75.37,12227
75.02,12183
75.1,12642
74.97,12935
75.84,12588
72.91,11459
71.91,10115
72.42,10339
69.93,8796
69.4,8287
68.08,7652
66.42,6815
65.51,6224
65.88,5807
66.88,5850
69.07,6115
69.44,6480
73.42,7222
74.93,8854
75.07,10544
76.72,11624
76.27,12767
76.79,13519
74.8,14917
73.12,14700
72.02,14591
71.68,14461
70.74,14638
69.18,14224
68.42,13362
68.36,12331
68.16,12284
64.2,10965
68.19,10393
67.75,10066
66.68,9233
65.61,8233
65.6,7422
65.54,6914
65.99,6896
65.59,6540
67.67,7193
68.94,9237
69.92,11381
70.75,12509
70.84,12820
71.51,12997
69.9,13171
69.31,12977
68.62,12615
67.39,11918
67.59,11418
67.34,11097
69.61,10390
71.8,9959
72.22,9725
70.86,9150
70.92,8092
69.18,8031
66.68,7651
67.6,8029
66.63,7850
65.25,7895
63.72,8290
62.43,8429
62.9,8614
61.87,9583
62.93,10831
64.27,12315
64.35,12682
66.51,12863
66.66,13438
63.25,13872
59.59,13451
59.41,13026
58.31,12694
61.83,11954
64.3,10666
69.83,11650
71.91,12374
69.38,11106
66.5,9409
65.18,8694
62.72,8323
61.08,8162
60.93,7813
62.49,7435
67.31,8087
68.19,7552
72.61,7737
75.6,8846
75.61,10505
78.11,11048
78.03,11636
78.34,12040
77.93,11952
74.69,12313
73.99,12955
74.05,13090
74.1,12557
71.9,11548
73.02,10001
74.67,9513
74.54,9145
73.74,7994
70.46,7528
69.71,6715
67.57,6025
66.3,5604
66.15,5298
66.7,5014
68.31,5861
68.25,5675
75.67,6594
73.85,8322
74.53,10066
77.05,11077
77.42,11519
77.85,11645
77.75,11457
76.5,11425
75.43,11428
74.87,11539
74.27,11783
73.68,11156
72.95,11124
73.17,10809
72.18,10756
69.09,9590
66.64,6067
63.19,5561
58.53,5391
56.94,5394
56.64,5433
56.43,5583
59.41,5322
63.36,6044
70.02,7662
71.66,8131
72.07,9395
74.24,9869
75.05,9628
75.84,9497
75.63,8321
74.47,7626
74.05,7344
73.5,7314
72.66,8716
72.26,9963
71.71,9959
73.19,10049
72.63,8373
68.94,7800
65.68,9127
62.51,8012
58.79,7894
57.16,7855
57.1,8038
56.84,8245
62.18,8361
68.07,9957
72.03,12821
72.9,13480
73.05,14680
74.71,14258
76.01,14308
76.99,14427
76.92,13559
75.79,13131
75.41,12890
75.46,12945
75.11,13032
76.64,13588
75.45,12700
76.84,12455
76.54,11423
73.94,10452
72.19,12657
69.58,13444
67.37,13557
65.6,14377
65.71,14677
66.33,14215
69.22,13064
73.07,13109
76.78,14109
77.6,15766
77.26,16613
77.38,17074
77.48,17056
78.48,16964
77.62,15923
75.88,15755
74.85,15418
76.45,15643
76.69,15258
76.41,15543
76.71,16498
77.5,15907
74.41,14703
71.81,13755
74,12923
71.2,13764
69.35,14912
68.48,14993
67.84,14995
67.71,15072
66.22,15291
66.1,15739
68.33,15695
70.87,16224
71.78,17793
73.94,19368
73.86,20142
75.64,20877
75.58,21058
72.27,21483
70.64,21615
69.84,20287
69.79,18790
69.19,15184
70.4,14084
72.12,15101
72.46,14289
70.93,13229
70.37,9543
68.37,9246
66.74,8410
63.72,7945
63.5,7441
63.24,7753
63.22,8468
60.85,9857
63.37,10929
66.51,11936
68.21,12983
70.6,14033
72.11,14830
74.06,15631
74.39,15694
72.45,15127
71.46,14531
70.89,13995
71.19,13799
71.86,13147
73.25,12756
77.69,13159
78.36,12229
76.13,10985
70.9,6902
68.38,6611
66.33,6030
65.31,5755
64.34,5933
66.23,6134
68.66,6513
70.54,7205
73.76,8439
75.64,9470
76.21,10457
77.23,11060
77.42,11595
77.5,11684
77.3,11547
76.26,12130
75.87,12446
77.24,11910
81.19,11346
81.03,11002
81.59,10051
82.59,9398
78.88,9324
73.3,8946
67.17,9285
64.44,8713
60.13,7930
59.21,7473
58.7,7179
58.79,7306
62.83,7830
68.97,8641
73.25,8441
76.36,9190
75,10470
74.75,11269
73.69,11583
73.98,11991
73.17,11993
73.38,11506
73.33,11044
75.48,11118
75.14,11042
74.2,10977
74.22,10714
75.17,11104
74.12,11834
68.43,11053
68.97,7962
67.31,7365
64.71,6493
63.05,5944
62.92,5619
64.72,5555
67.46,5925
68.37,5784
74.12,6807
75.61,8101
75.64,9954
75.49,11147
76.43,12406
76.4,13236
76.36,12938
71.89,13060
71,13197
69.7,13903
70.59,14270
70.84,14348
72.36,13736
75.87,12190
75.57,11315
70.82,10518
67.32,7699
64.72,7274
59.75,6407
59.54,6066
57.77,5833
59.88,5348
63.55,5591
66.01,5607
70.68,5646
71.72,6883
71.43,7899
72.36,8673
73.62,9303
74.08,9548
73.19,9043
72.02,8807
72.54,7888
70.29,7449
69.23,7407
69.45,7354
71.77,7320
73.66,7534
73.36,6600
70.99,6109
64.92,9930
61.64,9137
58.81,8516
57.57,8094
57.14,7878
57.52,7769
59.81,8081
62.62,8565
68.3,8630
71.56,9081
72.76,10299
74.15,10832
76.11,10958
76.82,10154
76.16,9170
73.04,8768
72.9,8979
72.24,9676
71.21,9336
70.55,8893
71.11,9448
72.5,8604
72.29,7018
70.78,5647
67.92,6347
66.62,6018
66.02,6040
65.17,6602
65.46,7236
64.76,7806
63.28,8468
63.28,10116
66.32,11751
67.87,12736
68.81,13964
69.37,14292
70.47,13721
71.16,13452
71.18,13421
69.5,13177
69.27,12284
68.99,12160
67.83,13567
69.14,14304
70.64,14422
72.43,11700
73.43,11704
70.74,11653
69.6,11564
68.18,11036
68.54,11760
68.84,11797
68.46,12224
68.6,12302
68.3,11550
67.14,10882
65.8,10986
68.14,11489
66.15,11489
68.48,11231
68.66,11345
69,12016
66.9,11810
62.92,11389
58.04,10446
57.54,9631
57.66,9631
65.42,9713
69.74,10864
73.96,10963
75.76,10313
73.88,9855
68.97,7367
66.96,6735
64.23,6287
63.65,5818
62.42,5259
63.9,4735
66.64,4827
66.74,5460
73.16,5452
73.97,6919
73.26,8710
74.29,9875
75.54,10462
76.09,10861
75.42,10755
73.71,10870
72.69,10837
71.94,10999
69.87,11313
69.49,11063
69.97,9940
73.12,9755
72.28,9745
67.74,9304
67.56,9375
66.67,9657
60.56,9027
59.11,9373
58.7,9190
58.57,9023
63.96,8905
67.49,8885
70.58,9172
71.81,11400
71.11,12525
71.4,13191
71.48,13925
72.44,14229
71.94,14374
71.13,14261
70.82,14192
70.83,13753
70.22,13257
70.71,12904
70.68,12149
72.43,12375
72.62,12001
70.02,10569
65.11,10192
61.63,9866
57.77,9326
58.07,9522
57.46,9260
57.37,9034
57.97,8382
58.73,7611
59.26,7761
63.82,8989
64.17,9719
67.62,9780
68.68,10505
69.63,11080
70.12,11343
69.06,10944
69.23,10538
69.07,10129
67.54,9625
69.32,9537
72.95,9280
74.79,9274
75.46,8978
72.2,8471
69.49,7598
67.37,6988
65.57,5765
65.23,5271
64.12,5021
65.55,4973
68.76,5827
69.32,5938
73.65,6106
74.43,7719
74.35,9192
74.67,10184
74.94,10676
75.14,10803
74.93,10761
70.93,10395
70.36,10273
70.48,10589
74.6,11282
75.18,11391
75.46,11200
75.57,11207
75.38,10785
67.79,10996
67.99,9959
66.5,8789
60.15,8040
58.74,8435
57.28,8471
57.09,7880
62.6,7558
68.57,8304
70.85,9103
70.91,10920
69.94,11955
70.21,12859
70.38,13417
71.69,13648
71.88,14028
69.97,14683
70.03,15116
70.45,15413
71.26,15474
71.06,14983
71.01,14262
70.65,13936
70.79,13098
62.31,12997
62.97,13041
60.56,12431
54.82,11797
53.48,11344
53.42,11578
53.29,11630
54.53,11607
55.81,11127
60.47,11516
62.82,11970
59.82,13540
60.73,13822
64.19,13167
68.08,13263
70.08,13307
67.5,13005
67.2,12580
66.69,12359
67.53,12570
69.5,13358
70.64,12904
71.57,12794
71.17,12671
67.98,11143
61.98,9597
61.36,9386
58.12,9521
56.79,9838
56.69,9496
56.17,9415
56.31,9405
56.43,9474
56.91,9343
57.77,9444
62.11,10421
61.46,11529
66.66,12029
68.25,12328
69.01,12590
67.8,12472
66.9,12605
63.82,12755
63.41,12696
68,12153
72.71,11690
73.1,12477
73.66,12548
68.82,11765
66.71,10709
61.09,10789
58.99,10372
59.68,9975
57.25,9653
57.83,9304
61.71,8899
67.52,10156
70.43,10501
71.06,11559
71.56,13005
73.82,13554
74.11,13632
75.11,14166
75.3,14162
74.18,14074
73.24,14374
73.32,14497
72.05,14493
72.95,14877
73.1,14183
75.06,13447
74.12,13286
70.09,11953
63.93,10149
60.69,9047
59.47,8355
58.15,7742
58.54,7432
58.55,6815
68.72,7418
71.17,7842
74.11,7808
77.84,9302
77.99,11181
78.57,12280
78.54,13212
79.25,13261
78.26,12523
76.1,11537
75.83,11451
77.67,12085
77.6,11349
76.75,10411
78.08,9371
79.19,10115
76.29,9118
68.46,7499
67.98,6789
66.47,5984
64.73,5348
63.76,4731
63.71,4350
65.05,4130
71.79,4693
75.16,5779
78.32,5662
81.08,6755
79.74,8318
80.19,9579
81.44,10541
80.92,10875
78.95,11393
78.8,11900
77.39,11988
77.33,11926
76.8,11227
76.57,10017
78.4,9351
79.71,9678
78.43,9094
72.22,8276
71.24,7413
67.1,5560
64.5,4894
63.88,4172
63.19,3689
64.58,3866
70.07,5652
72.82,6590
75.37,7427
77.6,8981
79.03,10038
78.53,11570
77.97,11530
76.94,11097
76.58,10891
72.92,11006
73.65,11297
75.41,11494
76.09,11214
76.11,10722
76.09,10909
77.89,11577
75.38,10953
69.13,9240
70.08,8147
66.16,7704
63.92,7244
62.24,7003
60.59,7091
60.35,7177
66.43,7380
70.36,8540
74.04,9019
75.8,10110
75.47,11800
75.1,12650
74.88,12383
75.33,12890
75.09,12775
70.87,12510
70.47,12506
68.58,12470
70,12335
74.04,12255
73.8,11162
73.44,11034
72.4,10183
69.92,9167
69.74,8361
67.36,7943
66.06,7575
64.91,7096
64.31,7140
63.73,7101
64.62,7097
64.55,7152
64.77,7364
67.43,8432
66.87,10248
68.12,11227
70.34,11391
71.32,11495
71.4,11469
69.47,11409
66.85,11420
64.93,11300
69.83,10920
71.78,10232
73.55,10290
73.41,10634
72.93,9771
71.81,8598
71.57,7874
71,7540
67.39,7053
67.74,6348
65.92,5661
66.28,5078
67.4,4678
67.33,4349
66.47,4391
69.09,5415
68.22,7035
70.13,8045
70.38,8991
72.14,9529
72.54,10086
70.04,9681
69.55,9354
69.5,9065
68.48,8704
73.86,8240
75.81,7179
79.82,7686
79.77,7326
75.61,7088
70.79,6809
69.16,6249
65.39,5569
61.84,5104
60.82,4983
61.03,4993
65.19,5812
69.09,6431
74.03,7028
74.67,8202
75.16,9904
74.25,11190
75.06,12123
75.36,12460
75.4,12264
74.07,12192
73.91,12324
76.27,12413
78.8,12043
80.19,11718
80.45,10570
81.21,11041
80.76,9940
73.84,9444
69.4,8112
66.01,7378
63.79,7228
62.19,8530
61.16,8870
61.8,7718
68.36,7869
74.32,9555
77.25,10070
78.3,11189
78.67,12602
78.08,14140
76.94,13236
74.85,13928
74.5,14979
73.63,14736
75.09,15717
76.46,15419
77.11,14419
77.42,13016
81.01,11229
83.32,11001
77.78,10047
73.81,8466
74.21,7633
71.61,7073
70.48,5929
68.31,5482
68.01,5221
68.03,4964
70.32,6340
75.88,7001
79.08,8022
83.12,8535
81.38,10257
81.88,11256
82.61,10988
83.06,11406
82.4,10552
78.51,10538
77.73,11013
77.46,11549
78.21,12020
78.22,11369
78.57,10650
77.37,10373
75.85,10061
70.53,9086
69.04,8591
65.59,8397
63.16,8359
62.46,8240
61.85,7908
63.04,7035
68.5,6367
75.8,8010
79.49,8167
82.4,9284
81.31,11203
81.39,12536
81.06,12473
81.9,12517
80.45,12076
79.62,11885
78.62,11792
77.76,11550
79.33,11528
79.7,11089
79.78,10571
79.92,10737
77.13,11120
71.43,9558
68.56,8504
64.87,7884
62.73,7436
61.51,7196
61.38,7179
61.31,7097
67.69,7218
76.07,8484
78.4,9222
78.61,10314
79.51,11323
79.33,12731
78.68,12702
78.26,12926
78.18,12742
76.3,12857
75.58,12829
75.01,12785
77.35,12821
77.99,12306
78.88,11933
78.17,11744
75.81,11864
70.64,10709
71.11,7818
66.27,7407
63.6,8137
62.4,8603
62.44,9030
61.24,9756
61.15,10141
62.53,10641
66.38,11683
71.77,12669
70.32,13793
70.99,14274
69.72,14239
73.01,14282
73.46,13880
72.33,13998
69.8,13659
68.13,13704
74.72,13915
76.4,14320
80.22,14106
79.77,13595
77.25,12208
76.08,11005
70.86,8771
66.18,7737
64.37,7091
64.94,7197
64.98,7204
65.08,7178
64.67,7417
65.08,9120
65.82,10514
68.6,11432
67.85,12124
70.23,12995
71.3,13868
72.58,14169
72.86,13094
70.21,12369
71.1,11797
72.14,11826
70.26,12391
75.8,13917
79.88,13746
82.08,13632
81.64,12216
76.75,11618
76.88,14005
74.66,14629
71.45,15166
69.12,15713
68.31,16111
68.23,16470
73.11,16392
77.77,15893
80.61,16871
81.29,17742
80.57,18640
81.89,18695
82.37,19004
82.43,19011
81.36,19311
79.62,19921
78.67,19451
78.18,18689
80.05,18843
79.89,20337
80.25,19825
81.02,20157
79.16,20817
77.4,20051
74.1,12113
72.64,11854
69.43,11772
67.06,11943
66.98,11979
68.46,12142
72.17,12317
78.42,13827
81.35,15500
81.8,15826
81.51,16373
82.04,17078
82.03,17572
82.73,17657
82.32,17160
80.76,17130
80.2,17297
79.67,17775
80.71,17382
82.03,16311
82.74,16011
83.05,17207
81.18,15575
79.35,15725
74.96,10185
73.77,9519
71.96,9364
72.15,9388
72.03,9613
72.5,10005
75.45,10166
81.27,10349
83.72,11877
84.08,13244
84.19,14115
85.06,14517
85.15,15017
85.07,15248
84.63,14858
82.94,14472
82.43,13844
82.48,13473
83.44,13516
85.27,13241
86.7,12991
84.49,13845
81.35,13057
80.67,12351
75.03,8996
73.32,8674
70.06,8493
67.28,8008
64.74,7847
65.82,7669
72.17,7498
79.26,7535
81.85,8370
82.49,9368
81.72,10249
81.5,10795
79.57,11777
80.45,12634
78.56,12925
77.46,12660
76.66,12570
80.19,12769
80.63,12879
80.97,12525
81.52,11528
81.29,10777
78.01,10413
75.62,9785
70.7,9789
64.92,8617
62.2,8183
60.5,8308
59.92,8591
59.92,8599
71.48,8724
77.91,8593
81.41,9227
82.84,11853
81.72,13653
80.55,14219
78.48,15062
78.53,15382
77.37,15316
76.47,15283
76.72,15197
77.87,15151
77.36,14472
78.05,13412
79.22,12488
78.82,11679
76.36,11457
74.48,11191
73.1,10445
71.84,11079
69.22,10838
66.84,10093
65.37,8892
65.87,7927
68.46,7831
69.45,7657
70.65,8549
74.12,10274
74.59,11734
76.58,12708
76.5,14051
76.72,14783
76.63,14450
75.12,14118
74.76,13575
74.65,13086
75.38,12683
77.9,12216
82.5,11206
85.1,11115
84.38,10598
81.15,10002
78.88,5171
76.96,4617
76.28,4091
75.7,3835
75.48,3791
75.85,3537
75.8,3426
75.5,3419
75.95,3728
76.5,4612
76.73,5622
77.16,6284
77,6772
77.84,7113
77.93,7293
75.65,6950
73.85,7154
74.23,7558
74.47,7367
78.23,7322
83.49,7535
83.73,7574
78.92,7258
77.75,6758
74.18,5085
71.9,4918
69.19,4780
67.3,4878
67.52,4673
67.71,4457
75.21,5349
80.67,6359
82.96,6830
83.82,7493
83.08,8542
83.71,9175
83.69,9336
84.04,9388
83.62,9234
80.71,9344
80.27,9740
80.76,10060
83.24,9342
85.67,8706
88.36,9591
84.49,9361
79.52,7733
77.13,6919
72.93,11878
70.61,12449
67.96,12225
66.83,12649
64.5,14229
66.89,13966
72.3,14746
76.68,15985
79.94,17204
80.34,18413
80.2,19042
80.15,19388
80.66,19378
80.67,19325
80.78,19250
79.29,18938
79.49,18013
79.36,16955
80.37,18255
81.6,17690
85.84,16064
83.29,15434
80.46,15533
78.56,15258
74.67,9608
73.4,9401
72.61,9636
71.17,9882
71.34,10692
72.79,11114
77.03,11226
80,10834
82.02,10576
83.48,10416
82.95,10587
83.8,11250
84.43,11659
85,12010
84.03,12555
82.81,12368
82.58,11468
82.52,10182
83.07,10256
86.04,10908
86.87,11351
86.21,11206
82.08,10537
80.07,9672
76.27,6864
74.07,6298
72.8,5634
70.79,5244
70.91,5161
71.17,5264
75.1,6288
82.8,8136
86.28,8956
86.96,9804
86.26,10630
86.16,11078
84.79,11212
83.42,11781
82.67,11688
80.92,11492
80.7,11364
81.36,11694
83.1,12037
84.37,11220
85.23,10053
82.17,10353
78.58,9059
76.03,7974
73.55,7262
71.36,6869
67.02,6431
66.15,6163
66.64,5994
69.04,5689
75.04,6377
80.02,7614
85.39,8468
85.27,8726
84.53,9383
84.7,9613
84.66,10270
85.64,10283
84.14,10138
82.28,10333
81.8,10335
81.57,9818
81.26,8611
81.47,8134
81.54,8629
82.11,9308
78.74,9144
76.32,8352
74.6,8473
73.79,7799
72.02,7271
71.29,6832
71.29,6484
71.04,6274
72.01,5958
73.15,5888
72.14,5442
75.17,6049
76.12,7071
77.1,7794
77.12,8394
78.29,8887
77.01,8590
74.68,8066
73.34,7760
72.51,7483
73.95,6802
79.01,6005
82.76,6030
84.01,6185
79.58,6697
79.52,6585
77.86,5792
75.97,5154
75.56,4548
75.74,4210
74.65,4412
74.67,4193
75.1,4358
75.12,4431
75.45,4477
76.21,5185
75.74,6653
75.48,7717
75.1,8557
76.34,9163
76.52,9367
74.68,8740
72.93,8524
73.38,8540
68.8,7547
75.98,7262
81.77,7343
84.8,7805
82.42,7236
79.51,6707
71.81,6000
70.13,6013
69.39,6255
67.37,7174
66.82,7593
66.7,7233
73.51,6809
79.16,8251
81.31,7507
81.57,7941
80.54,8988
78.24,10869
78.33,11749
78.64,11830
77.68,11521
77.22,11154
77.2,10810
80.85,10788
83.07,10084
86.04,9113
87.14,8994
85.95,7415
80.92,6905
80.11,6385
75.06,6056
73.98,5571
72.66,4761
72.05,4543
72.11,4089
72.95,4263
76.71,5122
77.91,4842
80.95,5056
81.49,6020
81.63,7357
82.89,8371
83.62,8891
83.78,9172
82.73,8855
81.15,8560
81.28,8591
81.47,8063
80.53,7263
83.5,6563
87.36,6578
87.36,6608
83.71,5494
80.92,5655
78.99,5949
77.93,5074
76.57,4703
75.43,4549
74.94,4392
75.11,4507
77.98,5277
79.78,5731
85.29,6030
85.98,7238
84.01,8294
82.25,9377
82.84,10450
83.27,10778
82.19,9947
80.92,9931
80.92,9516
81.19,9171
80.23,8302
81.59,7405
85.54,7911
85.32,7768
81.04,6789
81.13,6092
77.5,5847
76.66,5478
75.16,5130
74.31,4597
73.83,4465
74.82,4664
77.53,5275
79.09,5920
81.41,6305
81.89,7439
81.02,8924
80.99,10199
81.46,10984
81.66,11547
79.71,11632
78.65,11453
78.34,11444
79.11,10760
81.92,10693
86.49,10205
86.11,10735
83.71,9025
78.09,8253
79.18,7544
75.3,7076
73.77,6684
72.56,5766
72.14,5474
71.5,5286
71.88,5307
75.2,6218
75.15,6650
78.78,7375
81.97,8404
82.11,9516
82.93,10383
83.55,11266
83.89,11565
81.52,11357
80.02,11185
79.8,11114
79.39,10890
77.75,9911
80.51,8697
84.09,7822
84.1,7764
78.29,8044
79.27,7699
77.61,7215
76.6,6747
75.51,5749
75.15,5236
74.63,4754
74.59,4353
75.37,4223
75.42,4269
76.24,4093
79.39,5771
78.97,7259
78.58,8696
77.38,9251
77.22,9488
75.37,9637
72.44,9375
72.04,9277
71.99,8847
79.19,8081
83.34,7171
85.16,6879
84.73,6630
81.67,5823
76.39,6327
75.95,6457
74.18,5889
74.19,5451
75.29,5266
74.81,4705
74.76,4409
75.19,4229
75.39,4295
76.29,4022
77.36,5330
76.77,7267
76.75,8756
76.74,9662
77.23,10100
77.65,10411
75.79,10180
73.55,9860
70.89,9874
65.22,9568
67.43,8919
78.9,9202
83.53,9923
81.1,9893
72.67,9997
62.32,9573
60.57,9767
53.61,11019
54.27,11330
54.04,11523
56.07,11331
65.86,10583
76.78,12695
79.12,13440
79.3,14818
79.71,16360
79.45,17683
78.42,17084
78.64,17170
76.84,16761
75.27,16611
74.86,16631
76.21,16549
79.57,15868
80.47,14797
82.64,14440
80.03,13839
76.57,13456
75.31,12690
60.32,12379
57.39,12220
55.72,12083
55.91,12022
56.54,11833
58.91,10924
69.79,10209
80.18,10651
82.39,11128
82.75,11705
82.21,11793
78.44,12783
79.33,13161
80.44,13292
80.8,12816
79.47,13188
78.54,13257
78.63,13592
82.45,13501
83.65,12907
87.24,12781
81.72,12485
76.72,11332
76.05,10775
68.05,10359
67.02,10467
63.77,10467
63.42,10378
63.22,10003
63.66,9028
73.75,9199
78.96,10678
80.75,10906
80.24,11368
80.08,12059
79.06,12921
79.64,13089
80.25,13130
80.3,12938
79.38,12810
79.21,12583
79.32,12313
80.87,11952
82.96,12191
85.41,12498
82.83,10462
79.91,9464
79.42,8685
73.07,8211
70.37,7452
67.41,7181
67.24,6991
66.73,6647
67.13,6148
75.62,7146
78.5,8125
83.41,9165
81.31,9327
81.14,9229
81.14,9970
81.61,10356
82.24,10580
81.64,10396
80.52,10622
80.56,10669
80.79,10442
80.25,11393
85.77,10910
87.39,10398
86.29,9309
80.7,8604
80.25,7060
78.94,6682
77.71,6231
76.67,5701
76.84,5454
76.72,4942
76.8,4824
78.86,5011
81.93,5507
85.86,5872
85.88,7438
85.43,8937
83.66,10447
84.46,11171
84.84,11158
82.89,10719
82.35,10472
81.21,10395
80.78,9820
80.46,9002
80.17,7968
82.99,8883
83.11,8745
80.34,8064
77.6,7750
74.46,7295
68.72,7115
66.86,6981
66.78,6708
65.07,6974
64.67,6561
67.44,5739
71.4,5559
69.26,5951
77.82,7157
78.17,8847
78.39,10177
78.79,10770
79.64,10631
78.65,10383
76.29,9980
73.98,9543
73.01,9678
74.63,8900
81.81,8335
83.8,8373
82.77,7725
81.28,6902
78.95,6445
77.29,5361
77.23,5008
73.64,4364
71.2,3937
69.52,3647
68.94,3633
70.65,3494
73.75,3490
74.18,3742
78.4,5134
77.72,6796
76.1,8201
77.67,9093
78.92,9671
78.15,9595
71.95,8992
67.12,9069
66.59,9441
69.79,9171
78.88,9457
80.19,9950
80.15,9573
75.59,9662
66.9,9636
64.64,10843
61.11,9947
56.85,9405
53.87,9343
54.86,9555
56.97,9754
73.95,10617
80.36,11623
82.43,12099
82.44,13103
80.19,14094
78.81,15276
76.64,16630
73.31,17593
68.42,19233
66.5,19104
64.82,18892
67.25,17792
76.22,17411
82.83,17444
83.36,17485
77.49,17652
72.95,17951
67.31,19376
63.8,11612
61.39,11322
56.48,10832
54.46,11261
54.53,11577
56.29,11554
64.15,11368
77.67,10776
80.04,10783
80.58,12143
79.56,13983
76.87,14957
77.95,15300
76.7,15926
72.92,16650
71.32,17701
70.94,18022
72.79,16103
79.81,14061
86.13,14288
87.21,14377
81.22,13813
76.75,13177
71.73,12108
65.6,20227
63.22,20287
61.49,20712
60.86,20931
60.71,20731
60.77,20402
65.35,20052
79.94,19698
83.33,20006
84.23,19790
82.82,20462
82.57,21344
81.34,22243
81.66,22577
80.74,22186
79.76,22750
78.7,24183
79.54,23830
81.94,21678
88.39,21785
89.53,21938
84.35,22039
80.32,21758
76.38,21675
68.39,17647
65.37,18550
64.96,19073
64.41,19163
64.71,18616
65.99,17412
78.36,16076
86.17,16924
88.4,18661
89.81,19904
86.62,20077
85.48,20654
83.28,19801
83.49,19783
80.15,19261
79.59,18113
79.06,17585
84.82,17204
87.85,16606
88.49,16751
91.93,17511
88.09,18721
81.08,17323
76.09,16905
74.79,12692
72.69,13405
67.45,14606
65.99,13999
65.57,13664
64.28,13597
75.15,13067
81.94,12925
84.44,13155
84.38,14249
81.24,14832
80.79,15337
80.47,16099
80.85,16195
79.02,15812
75.32,15280
74.39,15097
80.17,14925
83.73,14168
85.3,13247
85.43,12740
82.12,12798
79.07,11550
73.6,10118
78.17,9284
77.82,8823
76.62,8465
74.43,8083
72.84,7694
69.31,7438
67.99,7423
70.14,7333
72.38,7481
78.24,7920
78.72,9532
78.44,10518
76.98,11174
75.23,11527
68.37,11909
63.6,11326
61.57,11964
65.46,12026
75.74,11352
80.25,10728
84.02,9865
75.71,9868
68.4,10151
67.73,9249
62.34,10632
59.1,9473
57.56,8394
55.52,8195
51.71,7990
51.74,7670
55.23,7820
59.8,8108
59.49,9399
61.7,11590
60.35,12906
61.62,14105
60.52,14782
57.82,15231
56.63,15382
55.87,14994
56.52,14994
61.25,14662
68.46,14144
78.23,13672
83.01,12910
77.71,11975
74.94,11977
69.82,11217
60.92,10228
58.62,10255
55.54,9773
54.29,9421
54.6,9223
57.6,9442
67.52,8449
77.48,7867
79.33,7603
